rank_zero,rank_lt20,name,name_is_placeholder,city,state,zip,county_name,county_fips,pop55_newly_covered_zero,pop55_newly_covered_lt20,tracts_within_60rdmi,county_trials,n_trials_hosted_2016plus,geocode,access_mi,lat,lon,source
176,216,Med Center Health,0,Bowling Green,KY,42101,Warren,21227,1823,78172,117,1,1,zip,1.6,37.058097,-86.463061,registry_stand_in
177,954,Morehead City,1,Morehead City,NC,28557,Carteret,37031,1701,7696,109,3,1,zip,1.0,34.737849,-76.750308,registry_stand_in
178,955,Site reference,1,Morehead City,NC,28557,Carteret,37031,1701,7696,109,3,1,zip,1.0,34.737849,-76.750308,registry_stand_in
179,956,Unified Women's Clinical Research - Morehead City,0,Morehead City,NC,28557,Carteret,37031,1701,7696,109,3,1,zip,1.0,34.737849,-76.750308,registry_stand_in
180,375,Cleaver Medical Group,0,Dawsonville,GA,30534,Dawson,13085,1512,45187,994,0,1,zip,0.9,34.4311,-84.144329,registry_stand_in
181,209,Adventist Health Cancer Care Center Chico,0,Chico,CA,95973,Butte,06007,1466,81718,74,8,3,zip,4.9,39.876526,-121.859642,registry_stand_in
182,506,Lycoming Internal Medicine Inc,0,Jersey Shore,PA,17740,Lycoming,42081,1458,33071,130,11,1,zip,1.6,41.235613,-77.256778,registry_stand_in
183,483,Low Country Research Center,0,Charleston,SC,29486,Berkeley,45015,1391,35212,226,0,1,zip,2.6,33.103211,-80.166653,registry_stand_in
184,484,"Low Country Rheumatology, PA",0,Summerville,SC,29486,Berkeley,45015,1391,35212,226,0,1,zip,2.6,33.103211,-80.166653,registry_stand_in
185,248,Norton Cancer Institute,0,Louisville,KY,40402,Jackson,21109,1373,72792,128,0,1,zip,1.3,37.291039,-83.976505,registry_stand_in
186,1147,UTMB Health Angleton Danbury Campus,0,Angleton,TX,77515,Brazoria,48039,1360,3404,1122,8,2,zip,0.7,29.173439,-95.451545,registry_stand_in
187,893,New York Oncology Hematology,0,Troy,NY,12180,Rensselaer,36083,1282,10388,400,0,1,zip,0.8,42.748588,-73.599536,registry_stand_in
188,894,Saint Marys Hospital-Troy,0,Troy,NY,12180,Rensselaer,36083,1282,10388,400,0,2,zip,0.8,42.748588,-73.599536,registry_stand_in
189,895,Samaritan Hospital Hildegard Medicus Cancer Center,0,Troy,NY,12180,Rensselaer,36083,1282,10388,400,0,1,zip,0.8,42.748588,-73.599536,registry_stand_in
190,1315,Ridgeland,1,Ridgeland,MS,39157,Madison,28089,1216,1216,178,0,1,zip,1.1,32.425376,-90.165592,registry_stand_in
191,65,Deaconess Clinic,0,Evansville,IN,47713,Vanderburgh,18163,1107,207332,196,1,1,zip,0.1,37.948531,-87.555472,registry_stand_in
192,66,Deaconess Clinic Downtown,0,Evansville,IN,47713,Vanderburgh,18163,1107,207332,196,1,18,zip,0.1,37.948531,-87.555472,registry_stand_in
193,70,Baptist Health Madisonville/Merle Mahr Cancer Center,0,Madisonville,KY,42431,Hopkins,21107,1107,191522,215,0,19,zip,0.5,37.33757,-87.475195,registry_stand_in
194,823,Danville Regional Medical Center,0,Danville,VA,24541,Pittsylvania,51143,1067,13956,292,0,2,zip,0.6,36.588812,-79.515049,registry_stand_in
195,851,Memorial Hospital Of Martinsville,0,Martinsville,VA,24115,Giles,51071,1067,12191,397,1,1,city,0.2,36.683527,-79.863647,registry_stand_in
196,852,Sovah Health Martinsville,0,Martinsville,VA,24112,Henry,51089,1067,12191,353,0,12,zip,1.2,36.72117,-79.846927,registry_stand_in
197,1053,The University of North Carolina,0,Chapel Hill,NC,27572,Person,37145,1067,4475,482,0,1,zip,3.2,36.255106,-78.877494,registry_stand_in
198,214,Forrest General Hospital / Cancer Center,0,Hattiesburg,MS,39404,Jones,28067,1065,78621,121,0,8,city,0.0,31.307305,-89.317434,registry_stand_in
199,1360,Grace Research LLC,0,Bossier City,LA,71111,Bossier,22015,992,992,162,0,1,zip,1.0,32.574458,-93.696292,registry_stand_in
200,235,926-C,0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,1,zip,0.2,27.640722,-80.403592,registry_stand_in
201,236,926c,0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,1,zip,0.2,27.640722,-80.403592,registry_stand_in
202,237,Clinical Trial Site,1,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,1,zip,0.2,27.640722,-80.403592,registry_stand_in
203,238,Florida Cancer Specialists,0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,5,zip,0.2,27.640722,-80.403592,registry_stand_in
204,239,Florida Cancer Specialists - East,0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,1,zip,0.2,27.640722,-80.403592,registry_stand_in
205,240,Florida Cancer Specialists & Research Institute - 3730 7th Terrace,0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,1,zip,0.2,27.640722,-80.403592,registry_stand_in
206,241,Indian River Medical Center,0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,4,zip,0.2,27.640722,-80.403592,registry_stand_in
207,242,"SCRI - Florida Cancer Specialists - West Palm Beach,3730 7th Terrace, Suite 101",0,Vero Beach,FL,32960,Indian River,12061,953,74511,294,0,1,zip,0.2,27.640722,-80.403592,registry_stand_in
208,887,Cleveland Clinic Florida,0,Port Saint Lucie,FL,34987,St. Lucie,12111,953,10497,330,10,1,zip,4.5,27.290285,-80.49712,registry_stand_in
209,780,Mercy Medical Center,0,Springfield,MA,01104,Hampden,25013,949,16219,783,15,38,zip,0.2,42.132772,-72.567411,registry_stand_in
210,781,"Sisu BHR, LLC",0,Springfield,MA,01103,Hampden,25013,949,16219,802,15,2,zip,0.5,42.104418,-72.59008,registry_stand_in
211,500,Baptist Health Richmond,0,Richmond,KY,40475,Madison,21151,936,33563,292,0,2,zip,0.2,37.76237,-84.304577,registry_stand_in
212,696,Coffeyville Regional Medical Center,0,Coffeyville,KS,67337,Montgomery,20125,873,21105,78,4,22,zip,0.9,37.053665,-95.598198,registry_stand_in
213,1209,CHI Health - St. Francis Medical Center,0,Grand Island,NE,68802,Buffalo,31019,849,2175,54,19,1,city,0.4,40.921352,-98.358559,registry_stand_in
214,286,CHI St Joseph Health Cancer Center,0,Bryan,TX,77802,Brazos,48041,741,65596,122,2,2,zip,0.3,30.660911,-96.322289,registry_stand_in
215,287,Saint Joseph Regional Cancer Center,0,Bryan,TX,77802,Brazos,48041,741,65596,122,2,86,zip,0.3,30.660911,-96.322289,registry_stand_in
216,288,St. Joseph Regional Cancer Center,0,Bryan,TX,77802,Brazos,48041,741,65596,122,2,1,zip,0.3,30.660911,-96.322289,registry_stand_in
217,168,Unified Womens Clin Research,0,Panama City,FL,32045,St. Johns,12109,512,112950,93,4,1,city,0.6,30.166271,-85.670191,registry_stand_in
218,981,Aqualane Clinical Research,0,Naples,FL,34105,Collier,12021,251,6951,276,3,3,zip,2.0,26.190046,-81.764777,registry_stand_in
219,762,Great Plains Regional Medical Center,0,North Platte,NE,69103,Lincoln,31111,181,16977,18,3,1,city,0.7,41.12496,-100.750359,registry_stand_in
220,1,"Austin Institute for Clinical Research, Inc.",0,Pflugerville,TX,78550,Cameron,48061,0,281807,337,7,2,zip,3.8,26.255724,-97.6635,registry_stand_in
221,2,Valley Cancer Associates,0,Harlingen,TX,78550,Cameron,48061,0,281807,337,7,4,zip,3.8,26.255724,-97.6635,registry_stand_in
222,4,Clearview Cancer Center,0,Huntsville,AL,35805,Madison,01089,0,274289,248,11,1,zip,0.8,34.707121,-86.621685,registry_stand_in
223,5,Clearview Cancer Institute (CCI,0,Huntsville,AL,35805,Madison,01089,0,274289,248,11,1,zip,0.8,34.707121,-86.621685,registry_stand_in
224,6,Clearview Cancer Institute - Huntsville,0,Huntsville,AL,35805,Madison,01089,0,274289,248,11,1,zip,0.8,34.707121,-86.621685,registry_stand_in
225,7,Lycera Investigational Site,1,Huntsville,AL,35805,Madison,01089,0,274289,248,11,1,zip,0.8,34.707121,-86.621685,registry_stand_in
226,8,Oncology Specialties: Clearview Cancer Institute,0,Huntsville,AL,35805,Madison,01089,0,274289,248,11,1,zip,0.8,34.707121,-86.621685,registry_stand_in
227,9,"Oncology Specialties, PC; Clearview Cancer Institute",0,Huntsville,AL,35805,Madison,01089,0,274289,248,11,1,zip,0.8,34.707121,-86.621685,registry_stand_in
228,10,exas Oncology--McAllen,0,Weslaco,TX,78596,Hidalgo,48215,0,272378,328,17,1,zip,0.9,26.097256,-97.999651,registry_stand_in
229,11,E Squared Research,0,Huntsville,AL,35801,Madison,01089,0,267809,244,11,1,zip,0.4,34.724611,-86.565541,registry_stand_in
230,12,Heart Center Research,0,Huntsville,AL,35801,Madison,01089,0,267809,244,11,1,zip,0.4,34.724611,-86.565541,registry_stand_in
231,13,Heart Center Research LLC,0,Huntsville,AL,35801,Madison,01089,0,267809,244,11,1,zip,0.4,34.724611,-86.565541,registry_stand_in
232,14,GSK Investigational Site,1,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
233,15,MorphoSys Research Site,1,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
234,16,Texas Oncology,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,2,zip,0.3,26.162332,-98.248702,registry_stand_in
235,17,Texas Oncology Cancer Care and Research Center,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
236,18,Texas Oncology - McAllen - 1132,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
237,19,Texas Oncology - McAllen South Second,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
238,20,Texas Oncology McAllen South Second Street,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,2,zip,0.3,26.162332,-98.248702,registry_stand_in
239,21,Texas Oncology (McAllen) - USOR,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
240,22,"Texas Oncology, P.A.",0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,3,zip,0.3,26.162332,-98.248702,registry_stand_in
241,23,"Texas Oncology, P.A. - McAllen",0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
242,24,"Texas Oncology, PA",0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
243,25,Texas Oncology PA - McAllen,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
244,26,"Texas Oncology, PA- McAllen South 2nd Street",0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
245,27,Texas Oncology- South Second Street,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
246,28,USO - Texas Oncology,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
247,29,USOR: Texas Oncology - McAllen South Second,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,1,zip,0.3,26.162332,-98.248702,registry_stand_in
248,30,Vannie Cook Children's Clinic,0,McAllen,TX,78503,Hidalgo,48215,0,267188,320,17,2,zip,0.3,26.162332,-98.248702,registry_stand_in
249,31,Endo,0,McAllen,TX,78501,Hidalgo,48215,0,264588,318,17,1,zip,0.2,26.215817,-98.239572,registry_stand_in
250,32,Endo Clinical Trial,0,McAllen,TX,78501,Hidalgo,48215,0,264588,318,17,2,zip,0.2,26.215817,-98.239572,registry_stand_in
251,33,Wellmont Medical Associates-Bristol,0,Bristol,VA,24201,Bristol,51520,0,263753,196,3,9,zip,0.3,36.610828,-82.169407,registry_stand_in
252,34,Wellmont Medical Associates-Oncology and Hematology,0,Bristol,VA,24201,Bristol,51520,0,263753,196,3,1,zip,0.3,36.610828,-82.169407,registry_stand_in
253,35,Wellmont Medical Associates Oncology & Hematology,0,Bristol,VA,24201,Bristol,51520,0,263753,196,3,1,zip,0.3,36.610828,-82.169407,registry_stand_in
254,36,Texas Oncology - McAllen,0,McAllen,TX,78053,Atascosa,48013,0,262580,316,0,1,city,0.4,26.224966,-98.246083,registry_stand_in
255,37,BRCR Global Texas,0,Edinburg,TX,78539,Hidalgo,48215,0,256098,307,17,1,zip,0.9,26.280689,-98.183295,registry_stand_in
256,38,DHR Research,0,Edinburg,TX,78539,Hidalgo,48215,0,256098,307,17,1,zip,0.9,26.280689,-98.183295,registry_stand_in
257,39,Doctors Hospital at Renaissance,0,Edinburg,TX,78539,Hidalgo,48215,0,256098,307,17,1,zip,0.9,26.280689,-98.183295,registry_stand_in
258,40,Holston Medical Group,0,Bristol,TN,37620,Sullivan,47163,0,253869,191,4,1,zip,0.4,36.549613,-82.09404,registry_stand_in
259,41,Wellmont Bristol Regional Medical Center,0,Bristol,TN,37620,Sullivan,47163,0,253869,191,4,4,zip,0.4,36.549613,-82.09404,registry_stand_in
260,42,Wellmont Medical Associates Oncology and Hematology-Bristol,0,Bristol,TN,37620,Sullivan,47163,0,253869,191,4,3,zip,0.4,36.549613,-82.09404,registry_stand_in
261,43,GSK Investigational Site,1,Kingsport,TN,37660,Sullivan,47163,0,250319,204,4,1,zip,0.5,36.52686,-82.571968,registry_stand_in
262,44,Holston Valley Hospital and Medical Center,0,Kingsport,TN,37660,Sullivan,47163,0,250319,204,4,1,zip,0.5,36.52686,-82.571968,registry_stand_in
263,45,Indian Path Community Hospital,0,Kingsport,TN,37660,Sullivan,47163,0,250319,204,4,1,zip,0.5,36.52686,-82.571968,registry_stand_in
264,46,Regional Cancer Center at Indian Path Community Hospital,0,Kingsport,TN,37660,Sullivan,47163,0,250319,204,4,5,zip,0.5,36.52686,-82.571968,registry_stand_in
265,47,Urology Associates of Kingsport,0,Kingsport,TN,37660,Sullivan,47163,0,250319,204,4,1,zip,0.5,36.52686,-82.571968,registry_stand_in
266,48,Wellmont Cancer Institute,0,Kingsport,TN,37660,Sullivan,47163,0,250319,204,4,2,zip,0.5,36.52686,-82.571968,registry_stand_in
267,49,MUSC Hollings Cancer Center,0,Charleston,SC,29020,Kershaw,45055,0,249862,348,0,1,zip,1.8,34.313938,-80.573806,registry_stand_in
268,50,Wellmont Cancer Institute,0,Johnson City,TN,37601,Washington,47179,0,248007,201,3,1,zip,0.8,36.33825,-82.318084,registry_stand_in
269,51,Ballad Health,0,Johnson City,TN,37604,Washington,47179,0,244617,206,3,1,zip,0.2,36.299242,-82.383044,registry_stand_in
270,52,Johnson City Medical Center,0,Johnson City,TN,37604,Washington,47179,0,244617,206,3,1,zip,0.2,36.299242,-82.383044,registry_stand_in
271,53,Wellmont Medical Associates Oncology and Hematology-Johnson City,0,Johnson City,TN,37604,Washington,47179,0,244617,206,3,12,zip,0.2,36.299242,-82.383044,registry_stand_in
272,54,Central Recruiting Site,1,McAllen,TX,78504,Hidalgo,48215,0,240119,288,17,1,zip,2.6,26.277591,-98.237279,registry_stand_in
273,55,SUN-131-03 Investigational Site,1,Mission,TX,78572,Hidalgo,48215,0,237840,285,17,1,zip,1.2,26.201484,-98.357159,registry_stand_in
274,56,University of South Carolina,0,Columbia,SC,29205,Richland,45079,0,230644,330,3,1,zip,0.3,33.990015,-80.99663,registry_stand_in
275,57,Columbia,1,Columbia,SC,29201,Richland,45079,0,228853,338,3,3,zip,0.1,33.982478,-81.028094,registry_stand_in
276,58,Vista Clinical Research,0,Columbia,SC,29201,Richland,45079,0,228853,338,3,2,zip,0.1,33.982478,-81.028094,registry_stand_in
277,59,Watermark Counseling,0,Columbia,SC,29201,Richland,45079,0,228853,338,3,1,zip,0.1,33.982478,-81.028094,registry_stand_in
278,60,"University of South Carolina, College of Nursing",0,Columbia,SC,29208,Richland,45079,0,228217,340,3,1,zip,0.2,33.997515,-81.026796,registry_stand_in
279,61,West Columbia,1,West Columbia,SC,29169,Lexington,45063,0,227195,345,8,1,zip,0.1,33.997503,-81.097406,registry_stand_in
280,62,UH Cleveland Medical Center,0,Columbia,SC,29210,Richland,45079,0,221008,339,3,1,zip,0.5,34.045458,-81.110262,registry_stand_in
281,63,Prisma Health,0,Columbia,SC,29203,Richland,45079,0,218210,319,3,1,zip,0.9,34.100612,-81.040698,registry_stand_in
282,64,Prisma Health Neurology,0,Columbia,SC,29203,Richland,45079,0,218210,319,3,2,zip,0.9,34.100612,-81.040698,registry_stand_in
283,67,Chancellor Center for Oncology,0,Newburgh,IN,47630,Warrick,18173,0,207308,189,0,16,zip,1.4,37.952897,-87.34647,registry_stand_in
284,68,Deaconess Chancellor Center for Oncology - 1131,0,Newburgh,IN,47630,Warrick,18173,0,207308,189,0,1,zip,1.4,37.952897,-87.34647,registry_stand_in
285,69,Deaconess GI Specialty Center,0,Newburgh,IN,47630,Warrick,18173,0,207308,189,0,1,zip,1.4,37.952897,-87.34647,registry_stand_in
286,71,Fayetteville,1,Fayetteville,GA,31204,Bibb,13021,0,187001,254,7,1,zip,0.1,32.848511,-83.674745,registry_stand_in
287,76,Investigational,0,Crowley,LA,70526,Acadia,22001,0,184449,218,0,1,zip,0.4,30.210529,-92.378876,registry_stand_in
288,77,Central Georgia Gynecologic Oncology,0,Macon,GA,31201,Bibb,13021,0,184420,221,7,3,zip,1.0,32.806321,-83.61786,registry_stand_in
289,78,Medical Center of Central Georgia,0,Macon,GA,31201,Bibb,13021,0,184420,221,7,3,zip,1.0,32.806321,-83.61786,registry_stand_in
290,79,John D. Archbold Memorial Hospital,0,Thomasville,GA,31792,Thomas,13275,0,178475,186,4,2,zip,1.3,30.765554,-84.043154,registry_stand_in
291,80,John D Archbold Memorial Hospital John D. Archbold Mem Hosp (4,0,Thomasville,GA,31792,Thomas,13275,0,178475,186,4,1,zip,1.3,30.765554,-84.043154,registry_stand_in
292,81,Lewis Hall Singletary Oncology Center at John D. Archbold Memorial Hospital,0,Thomasville,GA,31792,Thomas,13275,0,178475,186,4,1,zip,1.3,30.765554,-84.043154,registry_stand_in
293,82,Site US10054,1,Thomasville,GA,31792,Thomas,13275,0,178475,186,4,1,zip,1.3,30.765554,-84.043154,registry_stand_in
294,83,Central Georgia Cancer Care PC,0,Macon,GA,31210,Bibb,13021,0,173320,266,7,1,zip,0.6,32.907633,-83.735052,registry_stand_in
295,87,Horizon Research Group of Opelousas LLC,0,Eunice,LA,70535,Acadia,22001,0,159613,193,0,1,zip,0.7,30.471149,-92.419836,registry_stand_in
296,89,Baptist Regional Cancer Network-Cancer Center of Southeast Texas,0,Port Arthur,TX,77642,Jefferson,48245,0,154567,179,9,2,zip,0.7,29.958022,-93.891921,registry_stand_in
297,90,CHRISTUS Saint Patrick Hospital,0,Lake Charles,LA,70601,Calcasieu,22019,0,153593,161,3,2,zip,0.2,30.226792,-93.215443,registry_stand_in
298,91,Clinical Trials of SWLA,0,Lake Charles,LA,70601,Calcasieu,22019,0,153593,161,3,1,zip,0.2,30.226792,-93.215443,registry_stand_in
299,92,Clinical Trials of Swla Llc,0,Lake Charles,LA,70601,Calcasieu,22019,0,153593,161,3,3,zip,0.2,30.226792,-93.215443,registry_stand_in
300,93,Site reference,1,Lake Charles,LA,70601,Calcasieu,22019,0,153593,161,3,1,zip,0.2,30.226792,-93.215443,registry_stand_in
301,95,Florida State University,0,Tallahassee,FL,32306,Leon,12073,0,151190,156,7,1,zip,0.2,30.442319,-84.294482,registry_stand_in
302,97,Centricity Research Cancer Center - DBA CRRI John B. Amos Cancer Center Research,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,1,zip,0.3,32.554339,-85.009468,registry_stand_in
303,98,Centricity Research Columbus Cancer Center,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,3,zip,0.3,32.554339,-85.009468,registry_stand_in
304,99,Columbus Regional Research Institute,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,8,zip,0.3,32.554339,-85.009468,registry_stand_in
305,100,Galderma Investigational Site,1,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,1,zip,0.3,32.554339,-85.009468,registry_stand_in
306,101,IACT Health - John B. Amos Cancer center,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,2,zip,0.3,32.554339,-85.009468,registry_stand_in
307,102,John B. Amos Cancer Center / IACT Health,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,1,zip,0.3,32.554339,-85.009468,registry_stand_in
308,103,John B. Amos Cancer Center Research,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,1,zip,0.3,32.554339,-85.009468,registry_stand_in
309,104,Piedmont Columbus Regional - John B. Amos Cancer Center,0,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,2,zip,0.3,32.554339,-85.009468,registry_stand_in
310,105,Site reference,1,Columbus,GA,31904,Muscogee,13215,0,150783,211,4,1,zip,0.3,32.554339,-85.009468,registry_stand_in
311,106,924,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
312,107,924-A,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
313,108,Advanced Urology Institute - Tallahassee (Solaris,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
314,109,Florida Cancer Specialist Research Institute Panhandle,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
315,110,Florida Cancer Specialists Pan,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,3,zip,0.5,30.480911,-84.219746,registry_stand_in
316,111,Florida Cancer Specialists PAN - SCRI - PPDS,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,2,zip,0.5,30.480911,-84.219746,registry_stand_in
317,112,Florida Cancer Specialists - Panhandle,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,8,zip,0.5,30.480911,-84.219746,registry_stand_in
318,113,Florida Cancer Specialists Research Panhandle,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
319,114,Florida Cancer Specialists-Sarasota-61670,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
320,115,Sarah Cannon- FCS Panhandle,0,Tallahassee,FL,32308,Leon,12073,0,150503,154,7,1,zip,0.5,30.480911,-84.219746,registry_stand_in
