rank_zero,rank_lt20,name,name_is_placeholder,city,state,zip,county_name,county_fips,pop55_newly_covered_zero,pop55_newly_covered_lt20,tracts_within_60rdmi,county_trials,n_trials_hosted_2016plus,geocode,access_mi,lat,lon,source
1345,1344,Clinical Trial Site,1,Santa Monica,CA,91361,Ventura,06111,0,1026,2259,8,1,zip,1.6,34.137283,-118.882044,registry_stand_in
1346,1345,Clinical Trials Research Institute,0,Thousand Oaks,CA,91320,Ventura,06111,0,1026,2027,8,1,zip,1.4,34.173377,-118.947977,registry_stand_in
1347,1346,"Dr. Manoj Khatore, MD, FACC (Cardiology Practice",0,Oxnard,CA,93036,Ventura,06111,0,1026,1098,8,1,zip,0.6,34.248141,-119.153454,registry_stand_in
1348,1347,GSK Investigational Site,1,Ventura,CA,93003,Ventura,06111,0,1026,912,8,2,zip,1.0,34.283668,-119.223196,registry_stand_in
1349,1348,Los Robles Hospital & Medical Center,0,Thousand Oaks,CA,91360,Ventura,06111,0,1026,2207,8,1,zip,1.3,34.213305,-118.874135,registry_stand_in
1350,1349,Medvin Clinical Research 2,0,Thousand Oaks,CA,91360,Ventura,06111,0,1026,2207,8,1,zip,1.3,34.213305,-118.874135,registry_stand_in
1351,1350,ProgenaBiome,0,Ventura,CA,93003,Ventura,06111,0,1026,912,8,1,zip,1.0,34.283668,-119.223196,registry_stand_in
1352,1351,Rolling Oaks Radiology - Oxnard,0,Oxnard,CA,93030,Ventura,06111,0,1026,1260,8,1,zip,0.2,34.205097,-119.17532,registry_stand_in
1353,1352,UCLA Cancer Center Westlake Village,0,Westlake Village,CA,91361,Ventura,06111,0,1026,2259,8,1,zip,1.6,34.137283,-118.882044,registry_stand_in
1354,1353,UCLA Hematology/Oncology - Westlake Village,0,Westlake Village,CA,91361,Ventura,06111,0,1026,2259,8,1,zip,1.6,34.137283,-118.882044,registry_stand_in
1355,1354,UCLA - Satellite Site,0,Encino,CA,93003,Ventura,06111,0,1026,912,8,1,zip,1.0,34.283668,-119.223196,registry_stand_in
1356,1355,"University of California Los Angeles - Jonsson Comprehensive Cancer Center,1250 La Venta Dr, Suite 100",0,Westlake Village,CA,91361,Ventura,06111,0,1026,2259,8,2,zip,1.6,34.137283,-118.882044,registry_stand_in
1357,1356,Ventura County Hematology and Oncology,0,Oxnard,CA,93030,Ventura,06111,0,1026,1260,8,2,zip,0.2,34.205097,-119.17532,registry_stand_in
1358,1357,Ventura County Hematology Oncology Specialists-Oxnard,0,Oxnard,CA,93030,Ventura,06111,0,1026,1260,8,1,zip,0.2,34.205097,-119.17532,registry_stand_in
1359,1358,Regional Cancer Care Associates - Sparta,0,Sparta,NJ,07871,Sussex,34037,0,1023,3526,1,1,zip,0.2,41.046696,-74.627989,registry_stand_in
1360,1359,Sparta Cancer Treatment Center,0,Sparta,NJ,07871,Sussex,34037,0,1023,3526,1,2,zip,0.2,41.046696,-74.627989,registry_stand_in
1361,1361,LincolnHealth - Miles Campus and Hospital,0,Damariscotta,ME,04543,Lincoln,23015,0,973,160,4,1,zip,1.4,44.022351,-69.490756,registry_stand_in
1362,1362,Arrivent Investigative Site,1,Napa,CA,94558,Napa,06055,0,749,654,18,1,zip,0.7,38.389135,-122.188412,registry_stand_in
1363,1363,Kaiser Permanente Medical Center Lab Drawing Station,0,Napa,CA,94558,Napa,06055,0,749,654,18,1,zip,0.7,38.389135,-122.188412,registry_stand_in
1364,1364,Napa Valley Orthopaedic Medical Group,0,Napa,CA,94558,Napa,06055,0,749,654,18,1,zip,0.7,38.389135,-122.188412,registry_stand_in
1365,1365,Providence Medical Foundation (Napa,0,Napa,CA,94558,Napa,06055,0,749,654,18,1,zip,0.7,38.389135,-122.188412,registry_stand_in
1366,1366,Providence Queen of the Valley Medical Center,0,Napa,CA,94558,Napa,06055,0,749,654,18,1,zip,0.7,38.389135,-122.188412,registry_stand_in
1367,1367,St.Joseph Heritage Care,0,Napa,CA,94558,Napa,06055,0,749,654,18,1,zip,0.7,38.389135,-122.188412,registry_stand_in
1368,1368,922-H,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,2,zip,1.6,26.978179,-82.050437,registry_stand_in
1369,1369,922H,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1370,1370,Central Recruiting Site,1,Port Charlotte,FL,33952,Charlotte,12015,0,557,486,4,1,zip,1.3,26.986134,-82.097042,registry_stand_in
1371,1371,Charlotte Heart Group Research Center,0,Port Charlotte,FL,33952,Charlotte,12015,0,557,486,4,1,zip,1.3,26.986134,-82.097042,registry_stand_in
1372,1372,Clinical Trial Site,1,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1373,1373,"Florida Cancer Specialists,22395 Edgewater Drive",0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,2,zip,1.6,26.978179,-82.050437,registry_stand_in
1374,1374,Florida Cancer Specialists PCH,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1375,1375,Florida Cancer Specialists - South Division,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1376,1376,Florida Cancer Specialists South / Sarah Cannon Research Institute,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1377,1377,Investigator- US0010110,0,Port Charlotte,FL,33952,Charlotte,12015,0,557,486,4,2,zip,1.3,26.986134,-82.097042,registry_stand_in
1378,1378,Medsol Clinical Research Center,0,Port Charlotte,FL,33952,Charlotte,12015,0,557,486,4,2,zip,1.3,26.986134,-82.097042,registry_stand_in
1379,1379,Medsol Clinical Research Center Inc,0,Port Charlotte,FL,33952,Charlotte,12015,0,557,486,4,5,zip,1.3,26.986134,-82.097042,registry_stand_in
1380,1380,Momenta Investigational Site,1,Port Charlotte,FL,33952,Charlotte,12015,0,557,486,4,1,zip,1.3,26.986134,-82.097042,registry_stand_in
1381,1381,Sarah Cannon/Florida Cancer Specialists - FCS South,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1382,1382,"Sarah Cannon Research Institute at Florida Cancer Center, South",0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1383,1383,SCRI FCS South- Port Charlotte,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1384,1384,SCRI Florida Cancer Specialists South,0,Port Charlotte,FL,33980,Charlotte,12015,0,557,463,4,1,zip,1.6,26.978179,-82.050437,registry_stand_in
1385,1385,Regional Medical Oncology Center,0,Wilson,NC,27895,Northampton,37131,0,546,489,0,1,city,0.2,35.731488,-77.93075,registry_stand_in
1386,1386,Duke Lifepoint Hospital Maria Parham Medical Center,0,Henderson,NC,27536,Vance,37181,0,546,468,0,1,zip,0.2,36.325908,-78.406772,registry_stand_in
1387,1387,Maria Parham Healthcare Association,0,Henderson,NC,27536,Vance,37181,0,546,468,0,1,zip,0.2,36.325908,-78.406772,registry_stand_in
1388,1388,Maria Parham Hospital,0,Henderson,NC,27536,Vance,37181,0,546,468,0,4,zip,0.2,36.325908,-78.406772,registry_stand_in
1389,1389,Exelixis,0,Wilson,NC,27893,Wilson,37195,0,546,465,12,1,zip,1.0,35.693766,-77.904137,registry_stand_in
1390,1390,Regional Oncology Center,0,Wilson,NC,27893,Wilson,37195,0,546,465,12,1,zip,1.0,35.693766,-77.904137,registry_stand_in
1391,1391,Southeastern Medical Oncology Center-Wilson,0,Wilson,NC,27893,Wilson,37195,0,546,465,12,2,zip,1.0,35.693766,-77.904137,registry_stand_in
1392,1392,University of Alabama,0,Birmingham,AL,35924,DeKalb,01049,0,0,422,0,1,city,0.3,33.527174,-86.797036,registry_stand_in
1393,1393,University of Alabama - Birmingham,0,Birmingham,AL,35924,DeKalb,01049,0,0,422,0,1,city,0.3,33.527174,-86.797036,registry_stand_in
1394,1394,Kaiser Permanente Riverside Medical Center,0,Riverside,CA,95505,Humboldt,06023,0,0,2591,0,1,city,0.4,33.938143,-117.393168,registry_stand_in
1395,1395,Dignity Health Dominican Oncology and Hematology,0,Santa Cruz,CA,95065,Santa Cruz,06087,0,0,907,16,1,zip,1.9,37.032242,-121.984402,registry_stand_in
1396,1396,Palo Alto Medical Foundation,0,Santa Cruz,CA,95065,Santa Cruz,06087,0,0,907,16,1,zip,1.9,37.032242,-121.984402,registry_stand_in
1397,1397,Cancer Care at CommonSpirit St. Anthony North Hospital,0,Westminster,CO,80023,Broomfield,08014,0,0,928,14,1,zip,1.1,39.975844,-105.009381,registry_stand_in
1398,1398,"CCD Research, PLLC",0,Cromwell,CT,06416,Middlesex,09007,0,0,951,0,1,zip,0.4,41.616609,-72.66156,registry_stand_in
1399,1399,Middlesex Hospital,0,Middletown,CT,06457,Middlesex,09007,0,0,945,0,15,zip,0.4,41.544209,-72.657501,registry_stand_in
1400,1400,Middlesex Hospital Cancer Center,0,Middletown,CT,06457,Middlesex,09007,0,0,945,0,1,zip,0.4,41.544209,-72.657501,registry_stand_in
1401,1401,929n,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1402,1402,Clinical Trial Site,1,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1403,1403,Florida Cancer Specialist,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1404,1404,Florida Cancer Specialists - North,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1405,1405,Florida Cancer Specialists - North Division,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1406,1406,"Florida Cancer Specialists - North Region Research Office,521 North Lecanto Highway",0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1407,1407,Florida Cancer Specialists North / Sarah Cannon Research Institute,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1408,1408,Florida Cancer Specialists - NORTH - SCRI - PPDS,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1409,1409,"Florida Cancer Specialists & Research Institute, 521 N. Lecanto Highway",0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1410,1410,Florida Cancer Specialists & Research Institute - Lecanto,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1411,1411,Nature Coast Clinical Research LLC,0,Crystal River,FL,34429,Citrus,12017,0,0,223,2,1,zip,2.4,28.867281,-82.662032,registry_stand_in
1412,1412,SCRI FCS North- Lecanto,0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1413,1413,"SCRI - Florida Cancer Specialists - North Region R,521 North Lecanto Highway",0,Lecanto,FL,34461,Citrus,12017,0,0,310,2,1,zip,1.6,28.813818,-82.483064,registry_stand_in
1414,1414,929h,0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1415,1415,Advanced Cancer Treatment Center,0,Brooksville,FL,34613,Hernando,12053,0,0,612,1,1,zip,1.5,28.558922,-82.542335,registry_stand_in
1416,1416,Advanced Cancer Treatment Centers,0,Brooksville,FL,34613,Hernando,12053,0,0,612,1,1,zip,1.5,28.558922,-82.542335,registry_stand_in
1417,1417,ASCLEPES Research Center(ARC,0,Weeki Wachee,FL,34607,Hernando,12053,0,0,526,1,1,zip,3.8,28.594975,-82.615947,registry_stand_in
1418,1418,Asclepes Research Centers - Weeki Wachee,0,Weeki Wachee,FL,34607,Hernando,12053,0,0,526,1,1,zip,3.8,28.594975,-82.615947,registry_stand_in
1419,1419,Clinical Trial Site,1,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1420,1420,Florida Cancer Specialists,0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,4,zip,2.6,28.482826,-82.552854,registry_stand_in
1421,1421,"Florida Cancer Specialists - North Region Research Office,7154 Medical Center Drive",0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1422,1422,Florida Cancer Specialists - NORTH - SCRI - PPDS,0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1423,1423,"Florida Cancer Specialists & Research Institute, 7154 Medical Center Drive",0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1424,1424,Rexahn Site,0,Weeki Wachee,FL,34607,Hernando,12053,0,0,526,1,1,zip,3.8,28.594975,-82.615947,registry_stand_in
1425,1425,SCRI FCS North- Spring Hill,0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1426,1426,"SCRI - Florida Cancer Specialists - North Region R,7154 Medical Center Drive",0,Spring Hill,FL,34608,Hernando,12053,0,0,694,1,1,zip,2.6,28.482826,-82.552854,registry_stand_in
1427,1427,929k,0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1428,1428,929m,0,Lady Lake,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1429,1429,Arrivent Investigative Site,1,The Villages,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1430,1430,Clermont,1,Clermont,FL,34711,Lake,12069,0,0,845,16,1,zip,1.5,28.52078,-81.753851,registry_stand_in
1431,1431,Clinical Trial Site,1,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1432,1432,Florida Cancer Specialist,0,Leesburg,FL,34748,Lake,12069,0,0,757,16,2,zip,0.2,28.773001,-81.882622,registry_stand_in
1433,1433,Florida Cancer Specialists and Research Institute,0,Lady Lake,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1434,1434,Florida Cancer Specialists -North - 1125,0,The Villages,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1435,1435,Florida Cancer Specialists - North Division,0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1436,1436,"Florida Cancer Specialists - North Region Research Office,1400 US Highway 441 N",0,The Villages,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1437,1437,"Florida Cancer Specialists - North Region Research Office,4100 Waterman Way",0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1438,1438,Florida Cancer Specialists North / Sarah Cannon Research Institute,0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1439,1439,Florida Cancer Specialists - NORTH - SCRI - PPDS,0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1440,1440,"Florida Cancer Specialists & Research Institute, 1400 US highway 441 N",0,The Villages,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1441,1441,"Florida Cancer Specialists & Research Institute, 4100 Waterman Way",0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1442,1442,Ra0098 131,0,Clermont,FL,34711,Lake,12069,0,0,845,16,1,zip,1.5,28.52078,-81.753851,registry_stand_in
1443,1443,Sandoz Investigational Site,1,Clermont,FL,34711,Lake,12069,0,0,845,16,1,zip,1.5,28.52078,-81.753851,registry_stand_in
1444,1444,SCRI FCS North- Tavares,0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1445,1445,SCRI FCS North- Villages East,0,Lady Lake,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1446,1446,"SCRI - Florida Cancer Specialists - North Region R,1400 US Highway 441 N",0,The Villages,FL,32159,Lake,12069,0,0,590,16,1,zip,1.4,28.918072,-81.897655,registry_stand_in
1447,1447,"SCRI - Florida Cancer Specialists - North Region R,4100 Waterman Way",0,Tavares,FL,32778,Lake,12069,0,0,726,16,1,zip,1.5,28.773431,-81.73023,registry_stand_in
1448,1448,South Lake Pain Institute,0,Clermont,FL,34711,Lake,12069,0,0,845,16,3,zip,1.5,28.52078,-81.753851,registry_stand_in
1449,1449,922-D,0,Bradenton,FL,34211,Manatee,12081,0,0,784,8,2,zip,1.5,27.454365,-82.383383,registry_stand_in
1450,1450,922D,0,Bradenton,FL,34211,Manatee,12081,0,0,784,8,1,zip,1.5,27.454365,-82.383383,registry_stand_in
1451,1451,Clinical Study Site,1,Bradenton,FL,34205,Manatee,12081,0,0,882,8,1,zip,0.9,27.483321,-82.585125,registry_stand_in
1452,1452,Clinical Trial Site,1,Bradenton,FL,34211,Manatee,12081,0,0,784,8,1,zip,1.5,27.454365,-82.383383,registry_stand_in
1453,1453,Comprehensive Hematology Oncology - Bradenton Clinic,0,Bradenton,FL,34210,Manatee,12081,0,0,790,8,1,zip,1.7,27.437548,-82.630178,registry_stand_in
1454,1454,"Florida Cancer Specialists,3630 Manatee Avenue West",0,Bradenton,FL,34205,Manatee,12081,0,0,882,8,2,zip,0.9,27.483321,-82.585125,registry_stand_in
1455,1455,"Florida Cancer Specialists,5985 Silver Falls Run",0,Bradenton,FL,34211,Manatee,12081,0,0,784,8,2,zip,1.5,27.454365,-82.383383,registry_stand_in
1456,1456,Florida Cancer Specialists BCC,0,Bradenton,FL,34205,Manatee,12081,0,0,882,8,1,zip,0.9,27.483321,-82.585125,registry_stand_in
1457,1457,Florida Cancer Specialists LRS,0,Bradenton,FL,34211,Manatee,12081,0,0,784,8,1,zip,1.5,27.454365,-82.383383,registry_stand_in
1458,1458,Florida Cancer Specialists - South Division,0,Bradenton,FL,34205,Manatee,12081,0,0,882,8,1,zip,0.9,27.483321,-82.585125,registry_stand_in
1459,1459,Florida Cancer Specialists South / Sarah Cannon Research Institute,0,Bradenton,FL,34211,Manatee,12081,0,0,784,8,1,zip,1.5,27.454365,-82.383383,registry_stand_in
1460,1460,Galderma Investigational Site,1,Bradenton,FL,34209,Manatee,12081,0,0,815,8,1,zip,0.7,27.50473,-82.654669,registry_stand_in
1461,1461,GenesisCare USA - Lakewood Ranch,0,Lakewood Rch,FL,34202,Manatee,12081,0,0,736,8,8,zip,2.0,27.402531,-82.394394,registry_stand_in
1462,1462,Manatee Medical Research,0,Bradenton,FL,34205,Manatee,12081,0,0,882,8,1,zip,0.9,27.483321,-82.585125,registry_stand_in
1463,1463,Manatee Medical Research Institute,0,Bradenton,FL,34205,Manatee,12081,0,0,882,8,1,zip,0.9,27.483321,-82.585125,registry_stand_in
1464,1464,Sarah Cannon Research Institute at Florida Cancer Specialists,0,Sarasota,FL,34203,Manatee,12081,0,0,855,8,1,zip,0.4,27.440337,-82.509384,registry_stand_in
1465,1465,SCRI FCS South- Lakewood Ranch,0,Lakewood Rch,FL,34211,Manatee,12081,0,0,784,8,1,zip,1.5,27.454365,-82.383383,registry_stand_in
1466,1466,SCRI Florida Cancer Specialists South,0,Bradenton,FL,34209,Manatee,12081,0,0,815,8,1,zip,0.7,27.50473,-82.654669,registry_stand_in
1467,1467,Site reference,1,Bradenton,FL,34209,Manatee,12081,0,0,815,8,1,zip,0.7,27.50473,-82.654669,registry_stand_in
1468,1468,Site US10072,1,Bradenton,FL,34205,Manatee,12081,0,0,882,8,1,zip,0.9,27.483321,-82.585125,registry_stand_in
1469,1469,896-A,0,Celebration,FL,34747,Osceola,12097,0,0,748,12,1,zip,1.1,28.308991,-81.591266,registry_stand_in
1470,1470,Advent Health,0,Celebration,FL,34747,Osceola,12097,0,0,748,12,3,zip,1.1,28.308991,-81.591266,registry_stand_in
1471,1471,ArriVent Investigative Site,1,Celebration,FL,34747,Osceola,12097,0,0,748,12,1,zip,1.1,28.308991,-81.591266,registry_stand_in
1472,1472,Florida Hospital,0,Celebration,FL,34747,Osceola,12097,0,0,748,12,1,zip,1.1,28.308991,-81.591266,registry_stand_in
1473,1473,"Investigational Drug Services, AdventHealth Celebration",0,Celebration,FL,34747,Osceola,12097,0,0,748,12,1,zip,1.1,28.308991,-81.591266,registry_stand_in
1474,1474,Moffitt-Advent Health Clinical Research Unit,0,Celebration,FL,34747,Osceola,12097,0,0,748,12,3,zip,1.1,28.308991,-81.591266,registry_stand_in
1475,1475,929f,0,Trinity,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1476,1476,984-A,0,Trinity,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1477,1477,984-B,0,Holiday,FL,34691,Pasco,12101,0,0,848,19,1,zip,1.8,28.192577,-82.770421,registry_stand_in
1478,1478,ACW,0,New Port Richey,FL,34652,Pasco,12101,0,0,832,19,1,zip,1.0,28.240555,-82.744353,registry_stand_in
1479,1479,Advanced Research Institute,0,New Port Richey,FL,34653,Pasco,12101,0,0,826,19,1,zip,1.9,28.24408,-82.688476,registry_stand_in
1480,1480,"Advanced Research Institute, Inc",0,New Port Richey,FL,34653,Pasco,12101,0,0,826,19,1,zip,1.9,28.24408,-82.688476,registry_stand_in
1481,1481,Clinical Trial Site,1,New Port Richey,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1482,1482,Florida Cancer Specialist,0,Trinity,FL,34655,Pasco,12101,0,0,862,19,2,zip,0.4,28.211353,-82.655286,registry_stand_in
1483,1483,Florida Cancer Specialists - North Division,0,Trinity,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1484,1484,"Florida Cancer Specialists - North Region Research Office,9320 State Road 54",0,Trinity,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1485,1485,Florida Cancer Specialists North / Sarah Cannon Research Institute,0,Trinity,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1486,1486,Florida Cancer Specialists - NORTH - SCRI - PPDS,0,New Port Richey,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1487,1487,"Florida Cancer Specialists & Research Institute, 8763 River Crossing Blvd",0,New Port Richey,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1488,1488,"Florida Medical Clinic, P.A.",0,Zephyrhills,FL,33542,Pasco,12101,0,0,1018,19,1,zip,0.3,28.23578,-82.177617,registry_stand_in
1489,1489,Moffit Cancer Center at Wesley Chapel,0,Wesley Chapel,FL,33544,Pasco,12101,0,0,916,19,1,zip,1.5,28.248334,-82.370909,registry_stand_in
1490,1490,New Port Richey,1,New Port Richey,FL,34652,Pasco,12101,0,0,832,19,4,zip,1.0,28.240555,-82.744353,registry_stand_in
1491,1491,Pasco Pinellas Cancer Center,0,Holiday,FL,34691,Pasco,12101,0,0,848,19,2,zip,1.8,28.192577,-82.770421,registry_stand_in
1492,1492,SCRI FCS North- New Port Richey,0,New Port Richey,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1493,1493,"SCRI - Florida Cancer Specialists - North Region R,9320 State Road 54",0,Trinity,FL,34655,Pasco,12101,0,0,862,19,1,zip,0.4,28.211353,-82.655286,registry_stand_in
1494,1494,Site reference,1,New Port Richey,FL,34653,Pasco,12101,0,0,826,19,1,zip,1.9,28.24408,-82.688476,registry_stand_in
1495,1495,Suncoast Clinical Research,0,New Port Richey,FL,34652,Pasco,12101,0,0,832,19,2,zip,1.0,28.240555,-82.744353,registry_stand_in
1496,1496,ACW,0,The Villages,FL,32162,Sumter,12119,0,0,462,1,1,zip,2.3,28.922305,-81.999287,registry_stand_in
1497,1497,Advanced Urology Institute 1,0,Oxford,FL,34484,Sumter,12119,0,0,487,1,1,zip,1.0,28.945019,-82.097528,registry_stand_in
1498,1498,Florida Cancer Specialists (Administration and Drug Shipment,0,The Villages,FL,32163,Sumter,12119,0,0,684,1,1,zip,1.2,28.836798,-81.959093,registry_stand_in
1499,1499,Center for Rare Neurological Diseases,0,Norcross,GA,30093,Gwinnett,13135,0,0,1553,10,1,zip,1.2,33.908911,-84.17924,registry_stand_in
1500,1500,Gwinnett Hospital System Center for Cancer Care,0,Duluth,GA,30096,Gwinnett,13135,0,0,1540,10,1,zip,0.8,33.974302,-84.145384,registry_stand_in
1501,1501,Kaiser Permanente-Gwinnett Medical Center,0,Duluth,GA,30096,Gwinnett,13135,0,0,1540,10,1,zip,0.8,33.974302,-84.145384,registry_stand_in
1502,1502,NHCI Suburban Hematology-oncology Associates - Duluth,0,Duluth,GA,30096,Gwinnett,13135,0,0,1540,10,1,zip,0.8,33.974302,-84.145384,registry_stand_in
1503,1503,Norcross,1,Norcross,GA,30093,Gwinnett,13135,0,0,1553,10,5,zip,1.2,33.908911,-84.17924,registry_stand_in
1504,1504,"Northside Hospital,3855 Pleasant Hill Rd., Suite 480",0,Duluth,GA,30096,Gwinnett,13135,0,0,1540,10,2,zip,0.8,33.974302,-84.145384,registry_stand_in
1505,1505,Site reference,1,Norcross,GA,30092,Gwinnett,13135,0,0,1539,10,1,zip,0.7,33.972386,-84.231986,registry_stand_in
1506,1506,Suburban Hematology-Oncology Associates - Duluth,0,Duluth,GA,30096,Gwinnett,13135,0,0,1540,10,1,zip,0.8,33.974302,-84.145384,registry_stand_in
1507,1507,The Center for Cancer Care-Duluth,0,Duluth,GA,30096,Gwinnett,13135,0,0,1540,10,1,zip,0.8,33.974302,-84.145384,registry_stand_in
1508,1508,Franciscan Saint Anthony Health-Michigan City,0,Michigan City,IN,46360,LaPorte,18091,0,0,1153,1,8,zip,0.3,41.689234,-86.86512,registry_stand_in
1509,1509,LaPorte County Institute for Clinical Research,0,Michigan City,IN,46360,LaPorte,18091,0,0,1153,1,1,zip,0.3,41.689234,-86.86512,registry_stand_in
1510,1510,Northern Indiana Cancer Research Consortium,0,Westville,IN,46391,LaPorte,18091,0,0,1285,1,1,zip,0.8,41.554106,-86.918985,registry_stand_in
1511,1511,McFarland Clinic PC-Boone,0,Boone,IA,50036,Boone,19015,0,0,205,4,16,zip,2.9,42.085446,-93.849635,registry_stand_in
1512,1512,McFarland Clinic PC-Jefferson,0,Jefferson,IA,50129,Greene,19073,0,0,107,4,16,zip,0.1,42.013286,-94.376733,registry_stand_in
1513,1513,Adult and Pediatric Urology P.C. Satellite,0,Council Bluffs,IA,51501,Pottawattamie,19155,0,0,326,10,1,zip,0.4,41.227277,-95.878439,registry_stand_in
1514,1514,Jennie Edmundson Memorial Hospital,0,Council Bluffs,IA,51502,Pottawattamie,19155,0,0,319,10,3,city,0.2,41.235987,-95.853163,registry_stand_in
1515,1515,The University Of Kansas Cancer Center,0,Kansas City,KS,66016,Atchison,20005,0,0,293,0,1,zip,0.8,39.467255,-95.222694,registry_stand_in
