site_id,county_fips,name,city,zip,n_rows,unresolved
S01381,08001,Rocky Mountain Regional Veterans Affairs Medical Center,Aurora,80045,1,0
S01382,08001,U of Colorado,Aurora,80045,1,0
S01383,08001,UCHealth,Aurora,80011,1,0
S01384,08001,UCHealth Blood Disorders and Cell Therapies Center - Anschutz Medical Campus,Aurora,80045,1,0
S01385,08001,UCHealth Cancer Care - Anschutz Medical Campus,Aurora,80045,1,0
S01386,08001,UCHealth Cancer Care Anschutz Medical Campus University of Colorado Cancer Center,Aurora,80045,1,0
S01387,08001,UCHealth University of Colorado Hospital,Aurora,80045,42,0
S01388,08001,University Colorado Cancer Center,Aurora,,1,0
S01389,08001,University of Colorado,Aurora,80045,13,0
S01390,08001,University of Colorado Anschutz,Aurora,80045,1,0
S01391,08001,"University of Colorado, Anschutz Cancer Pavilion",Aurora,80045,2,0
S01392,08001,"University of Colorado, Anschutz Cancer Pavilion (ACP",Aurora,80045,1,0
S01393,08001,University of Colorado Anschutz Medical Campus,Aurora,80045,20,0
S01394,08001,University of Colorado Anschutz Medical campus (CU AMC,Aurora,80045,1,0
S01395,08001,University of Colorado - Anschutz Medical Campus - PPDS,Aurora,80045,1,0
S01396,08001,University of Colorado - Aurora Cancer Center,Aurora,80045,1,0
S01397,08001,University of Colorado Cancer Center,Aurora,80045,28,0
S01398,08001,University of Colorado-Cancer Center-PPDS,Aurora,,1,0
S01399,08001,University of Colorado Denver,Aurora,80045,2,0
S01400,08001,University of Colorado Denver Anschultz Medical Campus,Aurora,80045,3,0
S01401,08001,University of Colorado Denver | Anschutz Medical Campus,Aurora,80045,1,0
S01402,08001,University of Colorado Denver - School of Medicine - Anschutz Medical Campus,Aurora,,1,0
S01403,08001,University of Colorado Health,Aurora,80045,2,0
S01404,08001,University of Colorado Health Cancer Care,Aurora,80045,1,0
S01405,08001,University of Colorado Health Hospital,Aurora,80045,1,0
S01406,08001,University of Colorado Hospital,Aurora,80045,17,0
S01407,08001,University of Colorado Hospital- Anschutz Cancer Center Pavillion (ACP,Aurora,80045,1,0
S01408,08001,University of Colorado Hospital - Anschutz Cancer Pavilion,Aurora,80045,5,0
S01409,08001,University of Colorado Hospital - Anschutz Cancer Pavilion(ACP,Aurora,80045,2,0
S01410,08001,University of Colorado Hospital - Anschutz Medical Campus,Aurora,80045,1,0
S01411,08001,University of Colorado Hospital - Anshutz Cancer Pavilion,Aurora,80045,1,0
S01412,08001,University of Colorado Hospital (UCH) - University of Colorado Cancer Center (UCCC) - Neuroendocrine Tumor Center,Aurora,,1,0
S01413,08001,University of Colorado School of Medicine,Aurora,80045,3,0
S01414,08001,Universtiy of Colorado Hospital,Aurora,80045,2,0
S01415,08005,Site #0122,Aurora,80012,1,1
S01416,08005,AdventHealth Littleton,Littleton,80122,3,0
S01417,08005,GSK Investigational Site,Aurora,80012,1,0
S01418,08005,Littleton Adventist Hospital,Littleton,80122,2,0
S01419,08005,Melanoma & Skin Cancer Institute,Denver,80113,1,0
S01420,08005,Mountain Blue Cancer Care Center - Swedish,Englewood,80113,1,0
S01421,08005,Research Site,Aurora,80012,1,1
S01422,08005,Rocky Mountain Cancer Center,Aurora,80012,3,0
S01423,08005,Rocky Mountain Cancer Centers,Aurora,80012,8,0
S01424,08005,Rocky Mountain Cancer Centers-Aurora,Aurora,80012,8,0
S01425,08005,Rocky Mountain Cancer Centers - Centennial,Centennial,80112,2,0
S01426,08005,Rocky Mountain Cancer Centers-Littleton,Littleton,80120,4,0
S01427,08005,"Rocky Mountain Cancer Centers, LLP",Aurora,80012,16,0
S01428,08005,Rocky Mountain Cancer Centers (RMCC,Aurora,80012,1,0
S01429,08005,Rocky Mountain Cancer Centers - Swedish,Englewood,80113,4,0
S01430,08005,Rocky Mountain Cancer Centers (Williams) Usor,Aurora,,3,0
S01431,08005,Sarah Cannon Research Institute Scri Oncology Partners,Aurora,80012,1,0
S01432,08005,Skin Cancer Institute,Englewood,80113,1,0
S01433,08005,Swedish Medical Center,Englewood,80113,1,0
S01434,08005,The Melanoma and Skin Cancer Institute,Englewood,80113,6,0
S01435,08005,The Melanoma & Skin Cancer Institute,Englewood,80113,1,0
S01436,08005,University of Colorado,Aurora,80010,1,0
S01437,08005,University of Colorado Cancer Center,Aurora,84005,1,0
S01438,08005,University of Colorado Hospital-Anschutz Cancer Pavilion,Aurora,88045,1,0
S01439,08005,Urology Associates,Littleton,80122,1,0
S01440,08005,US Oncology Inc,Englewood,80113,1,0
S01441,08013,Boulder Community Foothills Hospital,Boulder,80303,3,0
S01442,08013,Good Samaritan Hospital - Cancer Centers of Colorado,Lafayette,80026,4,0
S01443,08013,Kaiser Permanente-Rock Creek,Lafayette,80026,8,0
S01444,08013,Longmont United Hospital,Longmont,80501,14,0
S01445,08013,Rocky Mountain Cancer Centers-Boulder,Boulder,80304,8,0
S01446,08013,"Rocky Mountain Cancer Centers, LLP",Boulder,80303,4,0
S01447,08013,Rocky Mountain Cancer Centers-Longmont,Longmont,80501,1,0
S01448,08014,Centura Health - St. Anthony North Health Campus,Westminster,80023,1,0
S01449,08014,Saint Anthony North Hospital,Westminster,80023,13,0
S01450,08021,"Rocky Mountain Cancer Centers, LLP",Pueblo,81103,1,0
S01451,08031,Site-107,Denver,80218,1,1
S01452,08031,Advent Health,Denver,80210,2,0
S01453,08031,AdventHealth Medical Group Urology of Denver,Denver,80211,2,0
S01454,08031,AdventHealth Porter,Denver,80210,5,0
S01455,08031,Avenzo Therapeutics Recruiting Site,Denver,80218,1,0
S01456,08031,Cancer Center of Colorado at Sloan's Lake,Denver,80204,5,0
S01457,08031,Clinical Study Site,Denver,80218,2,0
S01458,08031,Clinical Trial Site,Denver,80220,1,0
S01459,08031,Colorado Blood Cancer Institute,Denver,80218,41,0
S01460,08031,Colorado Blood Cancer Institute (CBCI,Denver,80218,1,0
S01461,08031,Colorado Blood Cancer Institute (CBCI) at Presbyterian/ St. Luke's Medical Center,Denver,80218,1,0
S01462,08031,"Colorado Blood Cancer Institute, part of Sarah Cannon Cancer Institute",Denver,80218,1,0
S01463,08031,Colorado Blood Cancer Institute (Sarah Cannon,Denver,80218,1,0
S01464,08031,Colorado Blood Cancer Institute/SCRI,Denver,80218,2,0
S01465,08031,Colorado Blood Institute,Denver,80218,1,0
S01466,08031,Context Investigational Site,Denver,80218,1,0
S01467,08031,Crinetics Study Site,Denver,80218,1,0
S01468,08031,D3 Bio,Denver,,1,0
S01469,08031,Denver Arthritis Clinic,Denver,80230,1,0
S01470,08031,Denver Drug Development Unit,Denver,80218,1,0
S01471,08031,Denver Health Medical Center,Denver,80204,1,0
S01472,08031,Denver Health One,Denver,80218,1,0
S01473,08031,Denver HealthONE Drug Development Unit,Denver,80218,1,0
S01474,08031,Dren Investigational Site,Denver,80218,1,0
S01475,08031,GSK Investigational Site,Denver,80218,2,0
S01476,08031,HealthONE,Denver,80218,1,0
S01477,08031,HealthOne Denver,Denver,80237,1,0
S01478,08031,Intermountain Health Cancer Center Saint Joseph,Denver,80218,2,0
S01479,08031,Intermountain Health Saint Joseph Hospital,Denver,80218,1,0
S01480,08031,Intermountain Health Saint Joseph Hospital - Research Office,Denver,80218,1,0
S01481,08031,Investigative Site US071,Denver,80218,1,0
S01482,08031,Kaiser Permanente-Franklin,Denver,80205,8,0
S01483,08031,National Jewish Health-Main Campus,Denver,80206,5,0
S01484,08031,National Jewish Health Medical Center,Denver,80206,1,0
S01485,08031,Normunity Investigational Site,Denver,80220,1,0
S01486,08031,Ohio State University Telemedicine,Denver,80202,1,0
S01487,08031,Porter Adventist Hospital,Denver,80210,2,0
S01488,08031,Presbyterian - Saint Lukes Medical Center - Health One,Denver,80218,3,0
S01489,08031,Presbyterian/St Lukes Medical Center,Denver,80218,1,0
S01490,08031,Research Site,Denver,80218,4,1
S01491,08031,Rocky Mountain Cancer Center,Denver,80218,4,0
S01492,08031,Rocky Mountain Cancer Center - Primary,Denver,80218,1,0
S01493,08031,Rocky Mountain Cancer Centers,Denver,80218,14,0
S01494,08031,"Rocky Mountain Cancer Centers, LLP",Denver,80218,12,0
S01495,08031,Rocky Mountain Cancer Centers-Midtown,Denver,80218,2,0
S01496,08031,Rocky Mountain Cancer Centers (RMCC,Denver,80220,1,0
S01497,08031,Rocky Mountain Cancer Centers-Rose,Denver,80220,2,0
S01498,08031,Rocky Mountain Hospital for Children-Presbyterian Saint Luke's Medical Center,Denver,80218,2,0
S01499,08031,Rose Medical Center,Denver,80220,1,0
S01500,08031,Saint Joseph Hospital,Denver,80218,1,0
S01501,08031,Saint Joseph Hospital - Cancer Centers of Colorado,Denver,80218,8,0
S01502,08031,Sarah Cannon Cancer Institute at HealthONE,Denver,80218,2,0
S01503,08031,Sarah Cannon Research Institue At Healthone,Denver,80218,1,0
S01504,08031,Sarah Cannon Research Institute,Denver,80218,6,0
S01505,08031,Sarah Cannon Research Institute 1,Denver,80218,1,0
S01506,08031,Sarah Cannon Research Institute at Colorado Blood Cancer Institute,Denver,80218,1,0
S01507,08031,Sarah Cannon Research Institute at HCA HealthONE Presbyterian St. Luke's,Denver,80218,1,0
S01508,08031,Sarah Cannon Research Institute at Health ONE,Denver,80218,1,0
S01509,08031,Sarah Cannon Research Institute at HealthONE,Denver,80218,26,0
S01510,08031,Sarah Cannon Research Institute Denver,Denver,80218,2,0
S01511,08031,Sarah Cannon Research Institute - Denver DDU,Denver,80218,1,0
S01512,08031,Sarah Cannon Research Institute Denver Healthone,Denver,80218,2,0
S01513,08031,Sarah Cannon Research Institute Health One,Denver,80218,1,0
S01514,08031,Sarah Cannon Research Institute (SCRI,Denver,80218,3,0
S01515,08031,Sarah Cannon Research Institute (Scri) At Health One,Denver,,1,0
S01516,08031,Sarah Cannon Research Institute (SCRI) at HealthONE,Denver,80218,2,0
S01517,08031,Sarah Cannon Research Institute (SCRI) at HealthONE-Denver,Denver,80218,1,0
S01518,08031,Sarah Cannon Research Institute (SCRI)- Denver,Denver,80218,1,0
S01519,08031,Sarah Cannon Research Institute (SCRI) - Denver HealthONE Location,Denver,80218,1,0
S01520,08031,Sarah Cannon Research Institute (SCRI) Oncology Partners - Denver Health One,Denver,80218,1,0
S01521,08031,"Sarah Cannon, SCRI Oncology Partners - Health One",Denver,80218,1,0
S01522,08031,SCRI at Denver Health,Denver,80218,1,0
S01523,08031,SCRI at HCA Health One,Denver,80218,1,0
S01524,08031,SCRI at HealthOne,Denver,80218,1,0
S01525,08031,SCRI - Denver,Denver,80218,3,0
S01526,08031,SCRI Denver DDU at HealthOne,Denver,80218,1,0
S01527,08031,SCRI Denver Drug Development Unit,Denver,80218,1,0
S01528,08031,SCRI HealthONE,Denver,80218,1,0
S01529,08031,SCRI - HealthOne Denver,Denver,80218,1,0
S01530,08031,St.Joseph Hospital- Cancer Centers of Colorado,Denver,,1,0
S01531,08031,The Melanoma & Skin Cancer Institute,Denver,80222,1,0
S01532,08031,The Women's Imaging Center,Denver,80209,2,0
S01533,08031,UCHealth - Cherry Creek,Denver,80206,14,0
S01534,08031,UCHealth Cherry Creek Medical Center,Denver,80206,2,0
S01535,08031,UCHealth-Metro Denver,Denver,,1,0
S01536,08031,United States Oncology Regulatory Affairs Corporate Office,Denver,80218,1,0
S01537,08031,University of Colorado,Denver,80204,2,0
S01538,08031,University of Colorado Denver,Aurora,80208,1,0
S01539,08031,US Oncology Research Investigational Products Center,Denver,80218,1,0
S01540,08035,003,Lone Tree,80124,1,0
S01541,08035,AdventHealth Parker,Parker,80138,3,0
S01542,08035,AHMG Hematology and Oncology,Parker,80138,1,0
S01543,08035,Clinical Study Site,Lone Tree,80124,1,0
S01544,08035,Exelixis,Littleton,80124,1,0
S01545,08035,Hilands Ranch Hospital,Highlands Ranch,80129,1,0
S01546,08035,Kaiser Permanente-Lone Tree,Lone Tree,80124,8,0
S01547,08035,Lone Tree Medical Center,Lone Tree,80124,1,0
S01548,08035,Parker Adventist Hospital,Parker,80138,2,0
S01549,08035,Research Site,Lone Tree,80124,3,1
S01550,08035,Rocky Mountain Cancer Centers,Lone Tree,80124,7,0
S01551,08035,"Rocky Mountain Cancer Centers, LLP",Lone Tree,80124,10,0
S01552,08035,"Rocky Mountain Cancer Centers, LLP- Aurora",Lone Tree,80124,1,0
S01553,08035,"Rocky Mountain Cancer Centers, LLP - Oncology",Lone Tree,80124,1,0
S01554,08035,Rocky Mountain Cancer Centers - Lone Tree,Lone Tree,80124,1,0
S01555,08035,Rocky Mountain Cancer Centers (RMCC,Lone Tree,80124,2,0
S01556,08035,Rocky Mountain Cancer Centers-Sky Ridge,Lone Tree,80124,2,0
S01557,08035,UCHealth Highlands Ranch Hospital,Highlands Ranch,80129,23,0
S01558,08035,UCHealth Lone Tree Health Center,Lone Tree,80124,15,0
S01559,08035,University of Colorado Cancer Center - Highlands Ranch Hospital,Highlands Ranch,80129,1,0
S01560,08035,University of Colorado Health - Highlands Ranch Hospital,Highlands Ranch,80129,1,0
S01561,08035,University of Colorado Health - Lone Tree Medical Center,Lone Tree,80124,2,0
S01562,08035,"Urology Associates, Lone Tree",Lone Tree,80124,1,0
S01563,08035,Urology Associates of Denver,Lone Tree,80124,1,0
S01564,08035,USO - Rocky Mountain Cancer Centers,Lone Tree,80124,1,0
S01565,08035,USOR - Rocky Mountain Cancer Centers - Lone Tree,Lone Tree,80124,1,0
S01566,08037,Shaw Cancer Center,Edwards,81632,13,0
S01567,08037,Vail Health Hospital - Shaw Cancer Center,Edwards,81632,1,0
S01568,08037,Vail Health Shaw Cancer Center,Edwards,81632,1,0
S01569,08041,Colorado Health Medical Group - Medical Oncology & Hematology,Colorado Springs,80909,1,0
S01570,08041,Memorial Hospital North,Colorado Springs,80920,26,0
S01571,08041,Penrose-Saint Francis Healthcare,Colorado Springs,80907,15,0
S01572,08041,Research Site,Colorado Springs,80909,2,1
S01573,08041,Rocky Mountain Cancer Center,Colorado Springs,80909,2,0
S01574,08041,"Rocky Mountain Cancer Centers, LLP",Colorado Springs,80907,7,0
S01575,08041,Rocky Mountain Cancer Centers-Penrose,Colorado Springs,80907,18,0
S01576,08041,Saint Francis Cancer Center,Colorado Springs,80923,15,0
S01577,08041,UC Health Oncology Research,Colorado Springs,80909,1,0
S01578,08041,UCHealth Memorial Hospital Central,Colorado Springs,80909,29,0
S01579,08059,Advanced Urology,Lakewood,80228,1,0
S01580,08059,Colorado Clinical Research,Lakewood,80228,5,0
S01581,08059,Colorado Urology,Lakewood,80228,3,0
S01582,08059,Colorado Urology - St. Anthony Hospital Campus,Lakewood,80228,1,0
S01583,08059,CommonSpirit Saint Anthony Hospital Cancer Center,Lakewood,80228,9,0
S01584,08059,Intermountain Health Cancer Center Lutheran Hospital,Golden,80401,3,0
S01585,08059,Intermountain Health Lutheran Hospital,Wheat Ridge,80401,6,0
S01586,08059,Lutheran Hospital - Cancer Centers of Colorado,Golden,80401,10,0
S01587,08059,Lutheran Medical Center,Golden,80401,1,0
S01588,08059,Lutheran Medical Center - Cancer Centers of Colorado,Wheat Ridge,,1,0
S01589,08059,National Jewish Health-Western Hematology Oncology,Golden,80401,6,0
S01590,08059,Research Site,Wheat Ridge,80033,2,1
S01591,08059,Rocky Mountain Cancer Centers-Lakewood,Lakewood,80228,3,0
S01592,08059,"Rocky Mountain Cancer Centers, LLP",Lakewood,80228,5,0
S01593,08059,Saint Anthony Hospital,Lakewood,80228,5,0
S01594,08059,USA01-0,Wheat Ridge,80033,1,0
S01595,08067,CommonSpirit Cancer Center Mercy,Durango,81301,9,0
S01596,08067,Mercy Medical Center,Durango,81301,11,0
S01597,08067,Ohio State University Telemedicine,Durango,81301,1,0
S01598,08067,Southwest Oncology PC,Durango,81301,2,0
S01599,08069,Banner MD Anderson Northern Colorado,Loveland,80538,1,0
S01600,08069,Banner North Colorado Medical Center - Loveland Campus,Loveland,80539,1,0
S01601,08069,Cancer Care and Hematology-Fort Collins,Fort Collins,80528,29,0
S01602,08069,Clinical Study Site,Loveland,80538,1,0
S01603,08069,McKee Medical Center,Loveland,80539,1,0
S01604,08069,Medical Center of the Rockies,Loveland,80538,29,0
S01605,08069,"Poudre Valley Health Care, Inc",Fort Collins,80528,1,0
S01606,08069,"Poudre Valley Health Care, Inc. d/b/a Poudre Valley Health System",Fort Collins,80528,1,0
S01607,08069,Poudre Valley Hospital,Fort Collins,80524,30,0
S01608,08069,Research Site,Fort Collins,80528,1,1
S01609,08069,UCHealth Harmony,Fort Collins,80528,3,0
S01610,08069,UCHealth - Medical Center of the Rockies,Loveland,80538,2,0
S01611,08069,Uchealth North,Fort Collins,,1,0
S01612,08069,UCHealth-Northern Colorado,Fort Collins,80521,1,0
S01613,08069,UCHealth Poudre Valley Hospital,Fort Collins,80524,2,0
S01614,08069,University of Colorado Health - Harmony-Cancer Care and Hematology - Ft. Collins,Fort Collins,80528,1,0
S01615,08077,Cancer Centers of Colorado St. Mary's Regional Hospital,Grand Junction,81501,3,0
S01616,08077,Clinical Study Site,Grand Junction,81505,1,0
S01617,08077,Colorado West Healthcare System - Grand Valley Oncology,Grand Junction,81505,2,0
S01618,08077,Grand Valley Oncology,Grand Junction,81505,5,0
S01619,08077,Intermountain Health,Grand Junction,81505,1,0
S01620,08077,Intermountain Health St. Mary's Regional Hospital,Grand Junction,81501,4,0
S01621,08077,Ohio State University Telemedicine,Grand Junction,81501,1,0
S01622,08077,Research Site,Grand Junction,81501,1,1
S01623,08077,Saint Mary's Hospital and Regional Medical Center,Grand Junction,81501,11,0
S01624,08077,Saint Mary's Regional Hospital - Cancer Centers of Colorado,Grand Junction,81501,1,0
S01625,08077,St. Marys Hospital and Regional Medical Center-SCL Health Cancer Centers of Colorado,Grand Junction,81501,1,0
S01626,08101,"Rocky Mountain Cancer Centers, LLP",Pueblo,81003,4,0
S01627,08101,Saint Mary Corwin Medical Center,Pueblo,81004,14,0
S01628,08117,Dillon Health Center/Shaw Cancer Center,Dillon,80435,5,0
S01629,08119,UCHealth-Southern Colorado,Colorado Springs,80863,1,0
S01630,08123,Banner MD Anderson Cancer Center,Greeley,80631,1,0
S01631,08123,Banner MD Anderson Cancer Center at North Colorado Medical Center,Greeley,80631,1,0
S01632,08123,Banner North Colorado Medical Center,Greeley,80631,1,0
S01633,08123,Longs Peak Hospital,Longmont,80504,1,0
S01634,08123,North Colorado Medical Center,Greeley,80631,1,0
S01635,08123,"Rocky Mountain Cancer Centers, LLP",Longmont,80504,5,0
S01636,08123,UCHealth Greeley Hospital,Greeley,80631,31,0
S01637,08123,UCHealth Longs Peak Hospital,Longmont,80504,1,0
S01638,08123,UCHealth Longs Peak Medical Center,Longmont,80504,2,0
S01639,09001,Danbury Hospital,Danbury,06810,9,0
S01640,09001,"Danbury Hospital, Western Connecticut Health Network",Danbury,06810,1,0
S01641,09001,Hartford Healthcare - Fairfield,Fairfield,06824,3,0
S01642,09001,Hartford HealthCare - Saint Vincent's Medical Center,Bridgeport,06606,5,0
S01643,09001,Norwalk Hospital,Norwalk,06856,14,0
S01644,09001,Research Site,Stamford,06902,1,1
S01645,09001,Saint Vincent's Medical Center (SVMC,Bridgeport,06606,1,0
S01646,09001,Smilow Cancer Hospital Care center at Fairfield,Fairfield,06824,1,0
S01647,09001,Smilow Cancer Hospital Care Center at Greenwich,Greenwich,06830,35,0
S01648,09001,Smilow Cancer Hospital Care Center at Long Ridge,Stamford,06902,28,0
S01649,09001,Smilow Cancer Hospital Care center at Trumbull,Trumbull,06611,1,0
S01650,09001,Smilow Cancer Hospital Care Center-Fairfield,Fairfield,06824,34,0
S01651,09001,Smilow Cancer Hospital Care Center - Greenwich,Greenwich,06830,1,0
S01652,09001,Smilow Cancer Hospital Care Center-Trumbull,Trumbull,06611,49,0
S01653,09001,Smilow Cancer Hospital - Fairfield,Fairfield,06824,1,0
S01654,09001,Smilow Cancer Hospital - Greenwich,Greenwich,06830,1,0
S01655,09001,Smilow Cancer Hospital - Long Ridge,Stamford,06902,1,0
S01656,09001,Smilow Cancer Hospital - Trumbull,Trumbull,06611,2,0
S01657,09001,Stamford Hospital,Stamford,06902,7,0
S01658,09001,Stamford Hospital/Bennett Cancer Center,Stamford,06904,9,0
S01659,09001,WCHN Norwalk Hospital - Data Collection,Norwalk,06850,1,0
S01660,09003,Clinical Study Site,Hartford,06106,1,0
S01661,09003,Connecticut Children's Medical Center,Hartford,06106,3,0
S01662,09003,GSK Investigational Site,Farmington,,1,0
S01663,09003,Harford HealthCare Cancer Institute at the Hospital of Central Connecticut,New Britain,06053,1,0
S01664,09003,Hartford Healthcare,Hartford,06102,5,0
S01665,09003,Hartford Healthcare Alliance (Data Collection Only,Hartford,06102,2,0
S01666,09003,Hartford HealthCare - Avon,Avon,06001,6,0
S01667,09003,Hartford HealthCare Cancer Institute,Hartford,06106,1,0
S01668,09003,Hartford HealthCare Cancer Institute at Hartford Hospital,Hartford,06102,2,0
S01669,09003,Hartford HealthCare Cancer Institute at The Hospital of Central Connecticut,Plainville,06062,1,0
S01670,09003,Hartford Healthcare Cancer Institute @ Hartford Hospital (Data Collection Only,Hartford,06102,1,0
S01671,09003,Hartford Healthcare (Data Collection,Hartford,06102,1,0
S01672,09003,Hartford Healthcare (Data Collection Only,Hartford,06102,1,0
S01673,09003,Hartford HealthCare - Hartford Hospital,Hartford,06102,1,0
S01674,09003,Hartford HealthCare - Manchester,Manchester,06042,7,0
S01675,09003,Hartford Healthcare Medical Group-Manchester,Manchester,06042,1,0
S01676,09003,Hartford Hospital,Hartford,06102,22,0
S01677,09003,Hartford Hospital (HH,Hartford,06102,1,0
S01678,09003,Smilow Cancer Hospital at Glastonbury,Glastonbury,06033,1,0
S01679,09003,Smilow Cancer Hospital at Saint Francis,Hartford,06105,2,0
S01680,09003,Smilow Cancer Hospital Care Center at Glastonbury,Glastonbury,06033,25,0
S01681,09003,Smilow Cancer Hospital Care Center at Saint Francis,Hartford,06105,29,0
S01682,09003,Smilow Cancer Hospital Care center at St. Francis,Hartford,06105,1,0
S01683,09003,Smilow Cancer Hospital Care Ctr at Saint Francis,Hartford,06105,1,0
S01684,09003,Smilow Cancer Hospital - Glastonbury,Glastonbury,06033,1,0
S01685,09003,The Hospital of Central Connecticut,New Britain,06050,9,0
S01686,09003,The Hospital of Central Connecticut (HOCC) Cancer Center,New Britain,06053,1,0
S01687,09003,UConn Health,Farmington,,1,0
S01688,09003,University of Connecticut,Farmington,06030,1,0
S01689,09003,University of Connecticut Health Center,Farmington,06030,5,0
S01690,09003,Yale Cancer Center,New Haven,06150,1,0
S01691,09005,Charlotte Hungerford,Torrington,06790,1,0
S01692,09005,Smilow Cancer Hospital Care center at Torrington,Torrington,06790,1,0
S01693,09005,Smilow Cancer Hospital Care Center - Torrington,Torrington,06790,1,0
S01694,09005,Smilow Cancer Hospital-Torrington Care Center,Torrington,06790,30,0
S01695,09009,058,New Haven,06511,1,0
S01696,09009,"#1012, Yale",New Haven,06520,1,0
S01697,09009,Avenzo Therapeutics Recruiting Site,New Haven,06519,3,0
S01698,09009,Clinical Study Site,New Haven,,1,0
S01699,09009,Clinical Trial Site,New Haven,06510,2,0
S01700,09009,Crinetics Study Site,New Haven,48201,1,0
S01701,09009,D3 Bio,New Haven,06511,1,0
S01702,09009,Dren Investigational Site,New Haven,06519,1,0
S01703,09009,Exelixis,New Haven,06510,2,0
S01704,09009,GSK Investigational Site,New Haven,06520,5,0
S01705,09009,Midstate Medical Center,Meriden,06451,8,0
S01706,09009,Midstate Medical Center (MSMC,Meriden,06451,1,0
S01707,09009,NEO-811 Connecticut Site,New Haven,06520,1,0
S01708,09009,New Haven Hospital - Yale Cancer Center,New Haven,06519,1,0
S01709,09009,Normunity Investigational Site,New Haven,06519,1,0
S01710,09009,Ohio State University-Telemedicine,New Haven,06510,1,0
S01711,09009,Research Site,New Haven,06510,10,1
S01712,09009,Shoreline Surgery Center,Guilford,06437,1,0
S01713,09009,Smilow Cancer Center,New Haven,06519,1,0
S01714,09009,Smilow Cancer Center At Yale-New Haven,New Haven,06511,3,0
S01715,09009,Smilow Cancer Center at Yale New Haven Hospital,New Haven,,1,0
S01716,09009,Smilow Cancer Center/Yale-New Haven Hospital,New Haven,06510,14,0
S01717,09009,Smilow Cancer Hospital,New Haven,06511,1,0
S01718,09009,Smilow Cancer Hospital at Yale New Haven,New Haven,06511,11,0
S01719,09009,Smilow Cancer Hospital at Yale New Haven Breast Center,New Haven,,1,0
S01720,09009,Smilow Cancer Hospital Care center at Derby,Derby,06418,1,0
S01721,09009,Smilow Cancer Hospital Care center at Guilford,Guilford,06437,1,0
S01722,09009,Smilow Cancer Hospital Care center at North Haven,North Haven,06510,1,0
S01723,09009,Smilow Cancer Hospital Care center at Waterbury,Waterbury,06708,1,0
S01724,09009,Smilow Cancer Hospital Care Center - Derby,Derby,06418,1,0
S01725,09009,Smilow Cancer Hospital Care Center - Guiford,Guilford,06437,1,0
S01726,09009,Smilow Cancer Hospital Care Center - Guilford,Guilford,06437,38,0
S01727,09009,Smilow Cancer Hospital Care Center - North Haven,North Haven,06473,1,0
S01728,09009,Smilow Cancer Hospital Care Center - Waterbury,Waterbury,06708,1,0
S01729,09009,Smilow Cancer Hospital - Derby,Derby,06418,1,0
S01730,09009,Smilow Cancer Hospital-Derby Care Center,Derby,06418,35,0
S01731,09009,Smilow Cancer Hospital - Guilford,Guilford,06437,1,0
S01732,09009,Smilow Cancer Hospital-Hamden Care Center,Hamden,06518,4,0
S01733,09009,Smilow Cancer Hospital - North Haven,North Haven,06473,1,0
S01734,09009,Smilow Cancer Hospital-Orange Care Center,Orange,06477,7,0
S01735,09009,Smilow Cancer Hospital Phase 1 Unit,New Haven,06511,3,0
S01736,09009,Smilow Cancer Hospital - Waterbury,Waterbury,06708,1,0
S01737,09009,Smilow Cancer Hospital-Waterbury Care Center,Waterbury,06708,34,0
S01738,09009,Smilow Cancer Hospital - Yale New Haven Health,New Haven,06510,4,0
S01739,09009,Smilow Cancer Hospital (Yale University,New Haven,06511,1,0
S01740,09009,"Smilow Hospital Care Center, Guilford",Guilford,06437,1,0
S01741,09009,"VA Connecticut Healthcare System West Haven Campus, West Haven, CT",West Haven,,2,0
S01742,09009,Veterans Affairs Connecticut Healthcare System,West Haven,06516,1,0
S01743,09009,Veterans Affairs Connecticut Healthcare System-West Haven Campus,West Haven,06516,5,0
S01744,09009,Xencor Investigative Site,New Haven,06520,1,0
S01745,09009,Yale,New Haven,06519,1,0
S01746,09009,Yale Cancer Center,New Haven,06510,56,0
S01747,09009,Yale Cancer Center and Smilow Cancer Hospital,New Haven,06510,1,0
S01748,09009,Yale Cancer Center at Yale University School of Medicine,New Haven,,1,0
S01749,09009,Yale Cancer Center/Clinical Trials Office,New Haven,06519,3,0
S01750,09009,Yale Cancer Center- New Haven,New Haven,06520,1,0
S01751,09009,Yale Cancer Center / Smilow Cancer Hospital*,New Haven,06511,2,0
S01752,09009,"Yale Cancer Center, Smilow Cancer Hospital at Yale New Haven",New Haven,06511,1,0
S01753,09009,Yale Cancer Center - Yale New Haven Hospital,New Haven,06520,1,0
S01754,09009,Yale Cancer Center-Yale University,New Haven,06510,1,0
S01755,09009,Yale Comprehensive Cancer Center,New Haven,06510,3,0
S01756,09009,Yale Milford Otolaryngology Clinic,Milford,06460,1,0
S01757,09009,Yale New Haven Hospital,New Haven,06510,16,0
S01758,09009,Yale-New Haven Hospital North Haven Medical Center,North Haven,06473,33,0
S01759,09009,Yale-New Haven Hospital Saint Raphael Campus,New Haven,06511,1,0
S01760,09009,Yale New Haven Hospital-Smilow Cancer Center,New Haven,06510,1,0
S01761,09009,Yale-New Haven Hospital-Smilow Cancer Hospital at Yale-New Haven,New Haven,06510,2,0
S01762,09009,Yale-New Haven Hospital-Yale Cancer Center,New Haven,06510,14,0
